Owner,Team,First,Last,GM,Goals,Assists,ThrowYds,RecYds,Block,Turn,FantasyPts,Draft,Combo-Owner-Draft,TeamName
,CHN,Yu,Zeng,M,1,3,268,115,1,1,15.4,EESTI-6-8,,CHNYuZeng
,CHN,Lu,Zhang,F,0,1,2,157,0,1,1.2,EESTI-6-8,,CHNLuZhang
Helen,CHN,Ying,Zhang,F,0,0,68,-65,0,0,0.8,EESTI-6-8,Helen EESTI-6-8,CHNYingZhang
,CHN,Anqi,Zhou,F,2,0,-30,118,0,1,0.5,EESTI-6-8,,CHNAnqiZhou
,CHN,Zhaoje,Zhou,M,1,1,71,62,0,1,2.4,EESTI-6-8,,CHNZhaojeZhou
,COL,Ivan,Alba,M,1,3,185,117,1,2,9.9,EESTI-6-8,,COLIvanAlba
,COL,Jorge,Bulla,M,0,5,222,81,1,2,11.3,EESTI-6-8,,COLJorgeBulla
,COL,Manuel,Candamil,M,2,1,90,65,0,0,7.0,EESTI-6-8,,COLManuelCandamil
,COL,Jonathan,Cantor,M,0,1,26,-29,0,0,1.2,EESTI-6-8,,COLJonathanCantor
Daniel,COL,Manuela,Cárdenas,F,1,2,222,87,0,1,8.4,EESTI-6-8,Daniel EESTI-6-8,COLManuelaCárdenas
Helen,COL,Valeria,Cárdenas,F,3,0,213,258,0,3,5.7,EESTI-6-8,Helen EESTI-6-8,COLValeriaCárdenas
Kristjan,COL,Yina,Cartagena,F,1,3,218,219,0,1,12.0,EESTI-6-8,Kristjan EESTI-6-8,COLYinaCartagena
Daniel,COL,Juan Manuel,Cortes Amariles,M,0,0,15,67,0,0,1.8,EESTI-6-8,Daniel EESTI-6-8,COLJuan ManuelCortes Amariles
,COL,Maria,Forero,F,1,1,15,62,0,0,3.7,EESTI-6-8,,COLMariaForero
,COL,Ximena,Montaña,F,3,0,-1,106,1,0,9.1,EESTI-6-8,,COLXimenaMontaña
,COL,Laura,Ospina,F,1,1,92,113,0,0,7.1,EESTI-6-8,,COLLauraOspina
Gert,COL,Andrés,Ramirez,M,5,2,52,154,1,0,15.7,EESTI-6-8,Gert EESTI-6-8,COLAndrésRamirez
,COL,Simón,Ramírez,M,0,0,19,17,0,1,-2.1,EESTI-6-8,,COLSimónRamírez
,COL,Maria Paula,Santos,F,2,1,56,107,0,0,6.8,EESTI-6-8,,COLMaria PaulaSantos
Jakob,FRA,Gaël,Ancelin,M,1,0,232,-21,0,5,-7.4,EESTI-6-8,Jakob EESTI-6-8,FRAGaëlAncelin
Gert,FRA,Paul,Benvegnen,M,2,8,569,172,2,2,32.6,EESTI-6-8,Gert EESTI-6-8,FRAPaulBenvegnen
,FRA,Camille,Blanc,F,0,0,14,52,2,1,6.4,EESTI-6-8,,FRACamilleBlanc
Helen,FRA,Elliot,Bonnet,M,5,2,151,439,1,2,18.4,EESTI-6-8,Helen EESTI-6-8,FRAElliotBonnet
,FRA,Simone,Raulet,F,2,0,38,116,0,2,-0.5,EESTI-6-8,,FRASimoneRaulet
Gert,FRA,Lison,Bornot,F,3,1,45,278,1,2,9.0,EESTI-6-8,Gert EESTI-6-8,FRALisonBornot
,FRA,Zoë,Forget,F,2,0,45,111,0,0,5.6,EESTI-6-8,,FRAZoëForget
Jakob,FRA,Tifaine,Latchy,F,0,2,105,54,1,0,10.3,EESTI-6-8,Jakob EESTI-6-8,FRATifaineLatchy
,FRA,Chloé,Ollivier,F,2,0,-18,101,0,0,3.5,EESTI-6-8,,FRAChloéOllivier
Jakob,FRA,Sacha,Poitte-Sokolsky,M,4,0,254,77,0,3,4.2,EESTI-6-8,Jakob EESTI-6-8,FRASachaPoitte-Sokolsky
,FRA,Sullivan,Roblet,M,2,2,87,70,1,3,3.0,EESTI-6-8,,FRASullivanRoblet
,FRA,Simon,Ruelle,M,1,2,68,118,0,2,1.5,EESTI-6-8,,FRASimonRuelle
Helen,FRA,Léo,Stanguennec,M,0,5,248,215,2,1,21.8,EESTI-6-8,Helen EESTI-6-8,FRALéoStanguennec
Riin,FRA,Chloé,Vallet,F,0,2,77,125,0,2,0.8,EESTI-6-8,Riin EESTI-6-8,FRAChloéVallet
,GER,Jakob,Dieckmann,M,6,2,156,367,0,3,11.0,EESTI-6-8,,GERJakobDieckmann
,GER,Joana,Erdmann,F,1,0,-27,130,1,2,0.8,EESTI-6-8,,GERJoanaErdmann
Riin,GER,Hartley,Greenwald,M,1,2,124,90,1,2,6.6,EESTI-6-8,Riin EESTI-6-8,GERHartleyGreenwald
,GER,Paul,Herkens,M,3,2,144,159,6,1,33.6,EESTI-6-8,,GERPaulHerkens
,GER,David,Metzger,M,4,4,387,104,2,3,20.8,EESTI-6-8,,GERDavidMetzger
Riin,GER,Ava,Mueller,F,3,1,169,25,1,1,10.6,EESTI-6-8,Riin EESTI-6-8,GERAvaMueller
Gert,GER,Nico,Müller,M,1,7,565,106,0,1,24.2,EESTI-6-8,Gert EESTI-6-8,GERNicoMüller
,GER,Nici,Prien,F,2,2,27,239,1,2,7.6,EESTI-6-8,,GERNiciPrien
Helen,GER,Charlotte,Schall,F,2,2,229,165,1,1,15.2,EESTI-6-8,Helen EESTI-6-8,GERCharlotteSchall
Kristjan,GER,Conrad,Schloer,M,4,11,332,447,3,1,43.0,EESTI-6-8,Kristjan EESTI-6-8,GERConradSchloer
,GER,Lisa,Schütz,F,0,2,150,88,2,2,10.3,EESTI-6-8,,GERLisaSchütz
,GER,Nis-Julius,Sontag,M,1,2,164,42,0,1,5.8,EESTI-6-8,,GERNis-JuliusSontag
Kristjan,GER,Levke,Walczak,F,10,1,86,489,1,7,6.4,EESTI-6-8,Kristjan EESTI-6-8,GERLevkeWalczak
,GER,Verena,Woloson,F,0,0,-11,69,0,1,-1.9,EESTI-6-8,,GERVerenaWoloson
Helen,JPN,Taiyo,Arakawa,M,9,0,-37,367,1,0,19.2,EESTI-6-8,Helen EESTI-6-8,JPNTaiyoArakawa
,JPN,Kanari,Imanishi,F,1,0,110,110,1,1,7.5,EESTI-6-8,,JPNKanariImanishi
,JPN,Yuko,Kashino,F,2,6,239,213,0,0,19.5,EESTI-6-8,,JPNYukoKashino
,JPN,Masashi,Kurono,M,5,5,201,592,1,4,19.9,EESTI-6-8,,JPNMasashiKurono
,JPN,Shumpei,Makiyama,M,4,4,216,225,2,2,21.0,EESTI-6-8,,JPNShumpeiMakiyama
Daniel,JPN,Masahiro,Matsuno,M,0,2,311,89,0,4,1.2,EESTI-6-8,Daniel EESTI-6-8,JPNMasahiroMatsuno
,JPN,Hikari,Miyachi,F,0,0,0,0,0,0,0.0,EESTI-6-8,,JPNHikariMiyachi
,JPN,Akifumi,Muraoka,M,1,1,167,48,1,0,12.1,EESTI-6-8,,JPNAkifumiMuraoka
,JPN,Sho,Okajima,M,3,4,162,198,0,4,3.9,EESTI-6-8,,JPNShoOkajima
,JPN,Riyu,Shimizu,F,0,3,418,118,0,3,9.1,EESTI-6-8,,JPNRiyuShimizu
,JPN,Ryota,Suzuki,M,1,2,515,-33,0,3,8.9,EESTI-6-8,,JPNRyotaSuzuki
,JPN,Miwa,Tajima,F,1,0,6,20,0,0,1.6,EESTI-6-8,,JPNMiwaTajima
Riin,JPN,Mayuka,Takada,F,3,3,240,436,0,3,13.0,EESTI-6-8,Riin EESTI-6-8,JPNMayukaTakada
,JPN,Sayako,Nemoto,F,0,0,-31,45,1,0,4.0,EESTI-6-8,,JPNSayakoNemoto
Jakob,USA,Marques,Brownlee,M,3,2,359,43,1,4,8.8,EESTI-6-8,Jakob EESTI-6-8,USAMarquesBrownlee
Jakob,USA,Claire,Chastain,F,0,1,89,90,1,3,0.5,EESTI-6-8,Jakob EESTI-6-8,USAClaireChastain
,USA,Dawn,Culton,F,3,1,73,151,0,0,9.2,EESTI-6-8,,USADawnCulton
Daniel,USA,Carolyn,Finney,F,2,3,253,241,1,0,21.5,EESTI-6-8,Daniel EESTI-6-8,USACarolynFinney
,USA,Dylan,Freechild,M,1,5,475,-3,2,3,19.3,EESTI-6-8,,USADylanFreechild
Kristjan,USA,Kami,Groom,F,3,2,22,210,0,0,9.9,EESTI-6-8,Kristjan EESTI-6-8,USAKamiGroom
Riin,USA,Raphy,Hayes,M,4,3,129,450,2,5,12.9,EESTI-6-8,Riin EESTI-6-8,USARaphyHayes
Jakob,USA,Kaela,Helton,F,2,2,107,169,1,0,14.6,EESTI-6-8,Jakob EESTI-6-8,USAKaelaHelton
,USA,Henry,Ing,M,4,3,110,386,0,1,15.0,EESTI-6-8,,USAHenryIng
Gert,USA,Michael,Ing,M,5,3,256,202,5,3,30.8,EESTI-6-8,Gert EESTI-6-8,USAMichaelIng
,USA,Chris,Kocher,M,1,3,316,94,1,0,19.5,EESTI-6-8,,USAChrisKocher
Daniel,USA,Grant,Lindsley,M,2,6,283,206,0,0,20.7,EESTI-6-8,Daniel EESTI-6-8,USAGrantLindsley
Riin,USA,Anna,Thompson,F,2,5,225,254,2,1,23.9,EESTI-6-8,Riin EESTI-6-8,USAAnnaThompson
Gert,USA,Claire,Trop,F,7,0,38,252,1,1,14.2,EESTI-6-8,Gert EESTI-6-8,USAClaireTrop
Edward,AUS,Rob,Andrews,M,3,4,266,337,3,3,24.8,STURF-4-10,Edward STURF-4-10,AUSRobAndrews
,AUS,James,Bray,M,0,0,18,20,0,0,0.9,STURF-4-10,,AUSJamesBray
,AUS,Olivia,Carr,F,3,0,0,58,0,1,1.2,STURF-4-10,,AUSOliviaCarr
,AUS,Bill,Foreman,M,2,1,190,113,1,1,12.1,STURF-4-10,,AUSBillForeman
Keith,AUS,Alex,Gan,M,1,0,293,111,0,7,-8.9,STURF-4-10,Keith STURF-4-10,AUSAlexGan
,AUS,Jonathan,Keys,M,2,7,387,196,0,4,12.6,STURF-4-10,,AUSJonathanKeys
Ben,AUS,Alex,Ladomatos,M,0,2,204,103,0,2,4.3,STURF-4-10,Ben STURF-4-10,AUSAlexLadomatos
Keith,AUS,Sam,McGuckin,M,4,3,110,301,0,2,10.3,STURF-4-10,Keith STURF-4-10,AUSSamMcGuckin
,AUS,Lyra,Meehan,F,0,1,15,9,0,0,1.7,STURF-4-10,,AUSLyraMeehan
Edward,AUS,Cat,Phillips,F,1,4,240,379,2,2,21.9,STURF-4-10,Edward STURF-4-10,AUSCatPhillips
,AUS,Angela,Pidgeon,F,3,1,19,91,1,0,10.4,STURF-4-10,,AUSAngelaPidgeon
,AUS,Alexandra,Prentice,F,1,0,324,137,0,3,4.5,STURF-4-10,,AUSAlexandraPrentice
,AUS,Kya,Wiya,F,4,2,41,250,0,2,6.2,STURF-4-10,,AUSKyaWiya
,AUS,Georgia,Egan-Griffiths,F,1,0,32,36,0,0,2.7,STURF-4-10,,AUSGeorgiaEgan-Griffiths
Edward,CAN,Malik,Auger-Semmar,M,4,3,174,257,0,0,17.4,STURF-4-10,Edward STURF-4-10,CANMalikAuger-Semmar
Josh,CAN,Anouchka,Beaudry,F,3,2,51,172,0,1,6.9,STURF-4-10,Josh STURF-4-10,CANAnouchkaBeaudry
,CAN,Malcolm,Bryson,M,0,2,95,98,2,1,11.9,STURF-4-10,,CANMalcolmBryson
,CAN,Florence,Dionne,F,1,0,0,33,1,0,5.7,STURF-4-10,,CANFlorenceDionne
Keith,CAN,Brittney,Dos Santos,F,2,4,282,192,0,3,9.3,STURF-4-10,Keith STURF-4-10,CANBrittneyDos Santos
Josh,CAN,Thomas,Edmonds,M,4,3,451,238,1,1,26.5,STURF-4-10,Josh STURF-4-10,CANThomasEdmonds
,CAN,Marty,Gallant,M,3,1,154,217,0,0,13.0,STURF-4-10,,CANMartyGallant
,CAN,Sarah,Jacobsohn,F,0,3,86,163,0,4,-3.1,STURF-4-10,,CANSarahJacobsohn
Ben,CAN,Lauren,Kimura,F,0,2,188,41,2,0,16.5,STURF-4-10,Ben STURF-4-10,CANLaurenKimura
Ben,CAN,Mika,Kurahashi,F,0,1,95,99,1,1,6.9,STURF-4-10,Ben STURF-4-10,CANMikaKurahashi
,CAN,Mark,Lloyd,M,2,0,57,119,1,1,7.1,STURF-4-10,,CANMarkLloyd
,CAN,Gagan,Chatha,M,1,3,305,10,2,2,15.4,STURF-4-10,,CANGaganChatha
Ben,CAN,Quinn,Snider,M,5,1,52,331,2,2,16.2,STURF-4-10,Ben STURF-4-10,CANQuinnSnider
,CAN,Molly,Wedge,F,1,0,3,24,1,1,2.6,STURF-4-10,,CANMollyWedge
,CHN,Xiaoyun,Gao,F,2,0,31,227,0,4,-4.6,STURF-4-10,,CHNXiaoyunGao
,CHN,Jiarong,Guo,M,4,2,132,375,3,1,26.5,STURF-4-10,,CHNJiarongGuo
,CHN,Xin,Li,M,3,2,314,193,0,3,9.4,STURF-4-10,,CHNXinLi
,CHN,Xue,Li,F,1,0,86,27,0,3,-4.9,STURF-4-10,,CHNXueLi
,CHN,Bo,Liu,M,3,1,287,119,0,4,3.1,STURF-4-10,,CHNBoLiu
,CHN,Quan,Mao,M,0,6,498,69,2,7,9.5,STURF-4-10,,CHNQuanMao
,CHN,Xuanxuan,Wang,F,1,1,13,100,1,3,-0.6,STURF-4-10,,CHNXuanxuanWang
,CHN,Simei,Wei,F,0,3,175,144,0,4,-0.8,STURF-4-10,,CHNSimeiWei
,CHN,Yingyi,Xu,M,4,2,24,301,0,3,3.7,STURF-4-10,,CHNYingyiXu
,CHN,Yu,Zeng,M,1,3,268,115,1,1,15.4,STURF-4-10,,CHNYuZeng
,CHN,Lu,Zhang,F,0,1,2,157,0,1,1.2,STURF-4-10,,CHNLuZhang
,CHN,Ying,Zhang,F,0,0,68,-65,0,0,0.8,STURF-4-10,,CHNYingZhang
,CHN,Anqi,Zhou,F,2,0,-30,118,0,1,0.5,STURF-4-10,,CHNAnqiZhou
,CHN,Zhaoje,Zhou,M,1,1,71,62,0,1,2.4,STURF-4-10,,CHNZhaojeZhou
,COL,Ivan,Alba,M,1,3,185,117,1,2,9.9,STURF-4-10,,COLIvanAlba
,COL,Jorge,Bulla,M,0,5,222,81,1,2,11.3,STURF-4-10,,COLJorgeBulla
,COL,Manuel,Candamil,M,2,1,90,65,0,0,7.0,STURF-4-10,,COLManuelCandamil
Josh,COL,Jonathan,Cantor,M,0,1,26,-29,0,0,1.2,STURF-4-10,Josh STURF-4-10,COLJonathanCantor
Edward,COL,Manuela,Cárdenas,F,1,2,222,87,0,1,8.4,STURF-4-10,Edward STURF-4-10,COLManuelaCárdenas
Keith,COL,Valeria,Cárdenas,F,3,0,213,258,0,3,5.7,STURF-4-10,Keith STURF-4-10,COLValeriaCárdenas
Keith,COL,Yina,Cartagena,F,1,3,218,219,0,1,12.0,STURF-4-10,Keith STURF-4-10,COLYinaCartagena
,COL,Juan Manuel,Cortes Amariles,M,0,0,15,67,0,0,1.8,STURF-4-10,,COLJuan ManuelCortes Amariles
,COL,Maria,Forero,F,1,1,15,62,0,0,3.7,STURF-4-10,,COLMariaForero
,COL,Ximena,Montaña,F,3,0,-1,106,1,0,9.1,STURF-4-10,,COLXimenaMontaña
Josh,COL,Laura,Ospina,F,1,1,92,113,0,0,7.1,STURF-4-10,Josh STURF-4-10,COLLauraOspina
,COL,Andrés,Ramirez,M,5,2,52,154,1,0,15.7,STURF-4-10,,COLAndrésRamirez
,COL,Simón,Ramírez,M,0,0,19,17,0,1,-2.1,STURF-4-10,,COLSimónRamírez
Edward,COL,Maria Paula,Santos,F,2,1,56,107,0,0,6.8,STURF-4-10,Edward STURF-4-10,COLMaria PaulaSantos
Josh,FRA,Gaël,Ancelin,M,1,0,232,-21,0,5,-7.4,STURF-4-10,Josh STURF-4-10,FRAGaëlAncelin
,FRA,Paul,Benvegnen,M,2,8,569,172,2,2,32.6,STURF-4-10,,FRAPaulBenvegnen
,FRA,Camille,Blanc,F,0,0,14,52,2,1,6.4,STURF-4-10,,FRACamilleBlanc
Ben,FRA,Elliot,Bonnet,M,5,2,151,439,1,2,18.4,STURF-4-10,Ben STURF-4-10,FRAElliotBonnet
,FRA,Simone,Raulet,F,2,0,38,116,0,2,-0.5,STURF-4-10,,FRASimoneRaulet
Josh,FRA,Lison,Bornot,F,3,1,45,278,1,2,9.0,STURF-4-10,Josh STURF-4-10,FRALisonBornot
,FRA,Zoë,Forget,F,2,0,45,111,0,0,5.6,STURF-4-10,,FRAZoëForget
,FRA,Tifaine,Latchy,F,0,2,105,54,1,0,10.3,STURF-4-10,,FRATifaineLatchy
,FRA,Chloé,Ollivier,F,2,0,-18,101,0,0,3.5,STURF-4-10,,FRAChloéOllivier
Keith,FRA,Sacha,Poitte-Sokolsky,M,4,0,254,77,0,3,4.2,STURF-4-10,Keith STURF-4-10,FRASachaPoitte-Sokolsky
,FRA,Sullivan,Roblet,M,2,2,87,70,1,3,3.0,STURF-4-10,,FRASullivanRoblet
,FRA,Simon,Ruelle,M,1,2,68,118,0,2,1.5,STURF-4-10,,FRASimonRuelle
,FRA,Léo,Stanguennec,M,0,5,248,215,2,1,21.8,STURF-4-10,,FRALéoStanguennec
,FRA,Chloé,Vallet,F,0,2,77,125,0,2,0.8,STURF-4-10,,FRAChloéVallet
,GER,Jakob,Dieckmann,M,6,2,156,367,0,3,11.0,STURF-4-10,,GERJakobDieckmann
,GER,Joana,Erdmann,F,1,0,-27,130,1,2,0.8,STURF-4-10,,GERJoanaErdmann
,GER,Hartley,Greenwald,M,1,2,124,90,1,2,6.6,STURF-4-10,,GERHartleyGreenwald
,GER,Paul,Herkens,M,3,2,144,159,6,1,33.6,STURF-4-10,,GERPaulHerkens
,GER,David,Metzger,M,4,4,387,104,2,3,20.8,STURF-4-10,,GERDavidMetzger
,GER,Ava,Mueller,F,3,1,169,25,1,1,10.6,STURF-4-10,,GERAvaMueller
Keith,GER,Nico,Müller,M,1,7,565,106,0,1,24.2,STURF-4-10,Keith STURF-4-10,GERNicoMüller
Keith,GER,Nici,Prien,F,2,2,27,239,1,2,7.6,STURF-4-10,Keith STURF-4-10,GERNiciPrien
Edward,GER,Charlotte,Schall,F,2,2,229,165,1,1,15.2,STURF-4-10,Edward STURF-4-10,GERCharlotteSchall
Edward,GER,Conrad,Schloer,M,4,11,332,447,3,1,43.0,STURF-4-10,Edward STURF-4-10,GERConradSchloer
,GER,Lisa,Schütz,F,0,2,150,88,2,2,10.3,STURF-4-10,,GERLisaSchütz
,GER,Nis-Julius,Sontag,M,1,2,164,42,0,1,5.8,STURF-4-10,,GERNis-JuliusSontag
Josh,GER,Levke,Walczak,F,10,1,86,489,1,7,6.4,STURF-4-10,Josh STURF-4-10,GERLevkeWalczak
,GER,Verena,Woloson,F,0,0,-11,69,0,1,-1.9,STURF-4-10,,GERVerenaWoloson
Ben,JPN,Taiyo,Arakawa,M,9,0,-37,367,1,0,19.2,STURF-4-10,Ben STURF-4-10,JPNTaiyoArakawa
,JPN,Kanari,Imanishi,F,1,0,110,110,1,1,7.5,STURF-4-10,,JPNKanariImanishi
Keith,JPN,Yuko,Kashino,F,2,6,239,213,0,0,19.5,STURF-4-10,Keith STURF-4-10,JPNYukoKashino
,JPN,Masashi,Kurono,M,5,5,201,592,1,4,19.9,STURF-4-10,,JPNMasashiKurono
,JPN,Shumpei,Makiyama,M,4,4,216,225,2,2,21.0,STURF-4-10,,JPNShumpeiMakiyama
,JPN,Masahiro,Matsuno,M,0,2,311,89,0,4,1.2,STURF-4-10,,JPNMasahiroMatsuno
,JPN,Hikari,Miyachi,F,0,0,0,0,0,0,0.0,STURF-4-10,,JPNHikariMiyachi
,JPN,Akifumi,Muraoka,M,1,1,167,48,1,0,12.1,STURF-4-10,,JPNAkifumiMuraoka
Edward,JPN,Sho,Okajima,M,3,4,162,198,0,4,3.9,STURF-4-10,Edward STURF-4-10,JPNShoOkajima
,JPN,Riyu,Shimizu,F,0,3,418,118,0,3,9.1,STURF-4-10,,JPNRiyuShimizu
,JPN,Ryota,Suzuki,M,1,2,515,-33,0,3,8.9,STURF-4-10,,JPNRyotaSuzuki
,JPN,Miwa,Tajima,F,1,0,6,20,0,0,1.6,STURF-4-10,,JPNMiwaTajima
,JPN,Mayuka,Takada,F,3,3,240,436,0,3,13.0,STURF-4-10,,JPNMayukaTakada
,JPN,Sayako,Nemoto,F,0,0,-31,45,1,0,4.0,STURF-4-10,,JPNSayakoNemoto
,USA,Marques,Brownlee,M,3,2,359,43,1,4,8.8,STURF-4-10,,USAMarquesBrownlee
Ben,USA,Claire,Chastain,F,0,1,89,90,1,3,0.5,STURF-4-10,Ben STURF-4-10,USAClaireChastain
,USA,Dawn,Culton,F,3,1,73,151,0,0,9.2,STURF-4-10,,USADawnCulton
,USA,Carolyn,Finney,F,2,3,253,241,1,0,21.5,STURF-4-10,,USACarolynFinney
,USA,Dylan,Freechild,M,1,5,475,-3,2,3,19.3,STURF-4-10,,USADylanFreechild
Ben,USA,Kami,Groom,F,3,2,22,210,0,0,9.9,STURF-4-10,Ben STURF-4-10,USAKamiGroom
Ben,USA,Raphy,Hayes,M,4,3,129,450,2,5,12.9,STURF-4-10,Ben STURF-4-10,USARaphyHayes
Josh,USA,Kaela,Helton,F,2,2,107,169,1,0,14.6,STURF-4-10,Josh STURF-4-10,USAKaelaHelton
Keith,USA,Henry,Ing,M,4,3,110,386,0,1,15.0,STURF-4-10,Keith STURF-4-10,USAHenryIng
Josh,USA,Michael,Ing,M,5,3,256,202,5,3,30.8,STURF-4-10,Josh STURF-4-10,USAMichaelIng
Josh,USA,Chris,Kocher,M,1,3,316,94,1,0,19.5,STURF-4-10,Josh STURF-4-10,USAChrisKocher
Edward,USA,Grant,Lindsley,M,2,6,283,206,0,0,20.7,STURF-4-10,Edward STURF-4-10,USAGrantLindsley
Edward,USA,Anna,Thompson,F,2,5,225,254,2,1,23.9,STURF-4-10,Edward STURF-4-10,USAAnnaThompson
Ben,USA,Claire,Trop,F,7,0,38,252,1,1,14.2,STURF-4-10,Ben STURF-4-10,USAClaireTrop